rank,key,canonical,n_papers,papers,sample_reference
472,bernotat_2021,Bernotat (2021),1,bonnefon_the_2024,"Bernotat J, Eyssel F, Sachse J. 2021. The (fe)male robot: how robot body shape impacts first impressions and trust towards robots. Int. J. Soc. Robot. 13(3):477�89"
473,bernstein_2025,Bernstein (2025),1,tontrup_strategic_2025,"Bernstein, M. H., Sheppard, B., Bruno, M. A., Lay, P. S., & Baird, G. L. (2025). Randomized Study of the Impact of AI on Perceived Legal Liability for Radiologists. NEJM AI, 2(6)."
474,bertrand_2001,Bertrand (2001),1,de_quidt_measuring_2018,"Bertrand, Marianne, and Sendhil Mullainathan. 2001. ""Do People Mean What They Say? Implications for Subjective Survey Data."" American Economic Review 91 (2): 67�72."
475,bertrand_2017,Bertrand (2017),1,dargnies_aversion_2026,"Bertrand, M. & Duflo, E. (2017). Field experiments on discrimination. In A. Banerjee and E. Duflo (Eds.), Handbook of Field Experiments. North Holland."
476,bettman_1990,Bettman (1990),1,jauernig_people_2022,"Bettman, J. R., Johnson, E. J., & Payne, J. W. (1990). A Componential Analysis of Cognitive Effort in"
477,bhattacharya_2012,Bhattacharya (2012),1,litterscheidt_financial_2020,"Bhattacharya, U., Hackethal, A., Kaesler, S., Loos, B., & Meyer, S. (2012). Is unbiased financial advice to retail investors sufficient? Answers from a large field study. The Review of Financial Studies, 25(4), 975-1032."
478,bhattacherjee_2015,Bhattacherjee (2015),1,berger_watch_2021,"Bhattacherjee A, Lin C-P (2015) A unified model of IT continuance: three complementary perspectives and crossover effects. Eur J Inf Syst 24(4):364�373. https://doi.org/10.1057/ejis.2013.36"
479,bianchi_2018,Bianchi (2018),1,litterscheidt_financial_2020,"Bianchi, M. (2018). Financial literacy and portfolio dynamics. The Journal of Finance, 73(2), 831-859."
480,bienhaus_2018,Bienhaus (2018),1,trunk_current_2020,"Bienhaus, Florian, and Haddud Abubaker. 2018. Procurement 4.0: Factors influencing the digitisation of procurement and supply chains. Business Process Management Journal 24 (4): 965�984. https://doi. org/10.1108/BPMJ-06-2017-0139."
481,bies_1986,Bies (1986),1,newman_eliminating_2020,"Bies, R. J., & Moag, J. F. (1986). Interactional justice: Communication criteria of fairness."
482,bigman_2020,Bigman (2020),1,feier_hiding_2022,"Bigman, Y., Gray, K., Waytz, A., Arnestad, M., & Wilson, D. (2020). Algorithmic discrimination causes less moraloutrage than human discrimination. PsyArXiv Preprints. https://doi.org/1 0.3 1234/o sf.i o/ m3nrp"
483,bigman_2021,Bigman (2021),1,bonnefon_the_2024,"Bigman YE, Yam KC, Marciano D, Reynolds SJ, Gray K. 2021. Threat of racial and economic inequality"
484,bigman_2022,Bigman (2022),1,dargnies_aversion_2026,"Bigman, Y. E., Wilson, D., Arnestad, M. N., Waytz, A., & Gray, K. (2022). Algorithmic discrimination causes less moral outrage than human discrimination. Journal of Experimental Psychology: General. Advance online publication. https://doi.org/10.1037/xge0001250"
485,bingjie_2021,Bingjie (2021),1,chen_AI_2026,[64] Bingjie Liu. 2021. In AI We Trust? Effects of Agency Locus and Transparency on
486,binmore_1985,Binmore (1985),1,de_quidt_measuring_2018,"Binmore, K., A. Shaked, and J. Sutton. 1985. ""Testing Noncooperative Bargaining Theory: A Preliminary Study."" American Economic Review 75 (5): 1178�80."
487,binns_2018,Binns (2018),1,jauernig_people_2022,"Binns, R. (2018). Algorithmic Accountability and Public Reason. Philosophy & Technology, 31,"
488,birkstedt_2023,Birkstedt (2023),1,killoran_learn_2026,"19. T. Birkstedt, M. Minkkinen, A. Tandon, M. M�ntym�ki, AI governance: Themes, knowledge gaps and future agendas. Internet Res. 33, 133�167 (2023)."
489,birnberg_2010,Birnberg (2010),1,kormylo_till_2025,"Birnberg, J., and Zhang, Y. 2010. ""When Betrayal Aversion Meets Loss Aversion: The Effects of Changes in Economic Conditions on Internal Control System Choices,"" Journal of Management Accounting Research (23)."
490,bischoff_2011,Bischoff (2011),1,de_quidt_measuring_2018,"Bischoff, Ivo, and Bj�rn Frank. 2011. ""Good News for Experimenters: Subjects Are Hard to Influence by Instructors' Cues."" Economics Bulletin 31 (4): 3221�25."
491,black_1963,Black (1963),1,fiorina_legislator_1986,"Black, Duncan. 1963. The Theory of Committees and Elections. Cambridge: Cam- bridge University Press."
492,blackwood_2003,Blackwood (2003),1,salatino_influence_2025,"27. Blackwood, N. J., Bentall, R. P., Simmons, A., Murray, R. M. & Howard, R. J. Self-responsibility and the self-serving bias: an fMRI investigation of causal attributions. NeuroImage 20 (2), 1076�1085 (2003)."
493,bland_2015,Bland (2015),1,kirchkamp_sharing_2019,"Bland, J. and Nikiforakis, N. (2015). Coordination with third-party externalities. European Economic Review, 80:1�15."
494,blasch_2019,Blasch (2019),1,trunk_current_2020,"Blasch, Erik, Robert Cruise, Alexander Aved, Uttam Majumder, and Todd Rovito. 2019. Methods of AI for multimodal sensing and action for complex situations. AI Magazine Winter 2019: 50�65."
495,blattberg_1990,Blattberg (1990),1,castelo_task-dependent_2019,"Blattberg, Robert C. and Stephen J. Hoch (1990), ""Database Models and Managerial Intuition: 50% Model � 50% Manager,"" Manage- ment Science, 36 (8), 887�99."
496,blau_2017,Blau (2017),1,dargnies_aversion_2026,"Blau, F. D. & Kahn, L. M. (2017). The gender wage gap: Extent, trends, and explanations. Journal of Economic Literature 55(3), 789�865."
497,blitz_2017,Blitz (2017),1,niszczota_robo-investors_2020,"35. Blitz D, Fabozzi FJ. Sin Stocks Revisited: Resolving the Sin Stock Anomaly. J Portf Manag. 2017; 44: 105�111. https://doi.org/10.3905/jpm.2017.44.1.105"
498,bloom_1975,Bloom (1975),1,weaver_politics_1986,"Bloom, Howard S., and Price, H. Douglas (1975) 'Voter Response to Short-Run Economic Conditions: The Asymmetric Effect of Prosperity and Recession,' American Political Science Review, 69 (December) 1240-1254."
499,blount_1995,BLOUNT (1995),1,bartling_shifting_2012,"BLOUNT, S. (1995), ""When Social Outcomes Aren't Fair: The Effect of Causal Attribution on Preferences"", Organiza- tional Behavior and Human Decision Processes, 63, 131�144."
500,bluethgen_2008,Bluethgen (2008),1,litterscheidt_financial_2020,"Bluethgen, R., Gintschel, A., Hackethal, A., & Mueller, A. (2008). Financial advice and individual investors' portfolios. SSRN Working Paper"
501,boatsman_1997,Boatsman (1997),1,pezzo_pezzo_physician_2006,"12. Boatsman JR, Moeckel C, Pei BK. The effects of decision conse- quences on auditors' reliance on decision aids in audit planning. Or- gan Behav Hum Decis Process. 1997;71:211�47."
502,bockenholt_1992,Bockenholt (1992),1,pezzo_pezzo_physician_2006,"16. Bockenholt U, Weber EU. Use of formal methods in medical deci- sion making: a survey and analysis. Med Decis Making. 1992;12:298� 306."
503,bodner_2003,Bodner (2003),1,kirchkamp_sharing_2019,"Bodner, R. and Prelec, D. (2003). Self-signaling and diagnostic utility in everyday decision making. e psychology of economic decisions, 1:105�126."
504,bogosian_2017,Bogosian (2017),1,trunk_current_2020,"Bogosian, Kyle. 2017. Implementation of moral uncertainty in intelligent machines. Minds and Machines 27: 591�608. https://doi.org/10.1007/s11023-017-9448-z."
505,bohanec_2017,Bohanec (2017a),1,trunk_current_2020,"Bohanec, Marko, Mirjana Kljajic� Borstnar, and Marko Robnik-S ikonja. 2017a. Explaining machine learning models in sales predictions. Expert Systems with Applications 71: 416�428. https://doi.org/ 10.1016/j.eswa.2016.11.010."
506,bohnet_2004,Bohnet (2004),1,kormylo_till_2025,"Bohnet, I., and Zeckhauser, R. 2004. ""Trust, Risk and Betrayal,"" Journal of Economic Behavior & Organization (55:4), pp. 467-484."
507,bohnet_2008,Bohnet (2008),1,kormylo_till_2025,"Bohnet, I., Greig, F., Herrmann, B., and Zeckhauser, R. 2008. ""Betrayal Aversion: Evidence from Brazil, China, Oman, Switzerland, Turkey, and the United States,"" American Economic Review (98:1), pp. 294-310."
508,bohnet_2010,Bohnet (2010),1,kormylo_till_2025,"Bohnet, I., Herrmann, B., and Zeckhauser, R. 2010. ""Trust and the Reference Points for Trustworthiness in Gulf and Western Countries,"" The Quarterly Journal of Economics (125:2), pp. 811-828."
509,bolander_2019,Bolander (2019),1,trunk_current_2020,"Bolander, Thomas. 2019. What do we lose when machines take the decisions? Journal of Management and Governance 23: 849�867. https://doi.org/10.1007/s10997-019-09493-x."
510,bolton_2004,Bolton (2004),1,dargnies_aversion_2026,"Bolton, G.E., Katok, E. & Ockenfels, A. (2004). How effective are online reputation mechanisms? An experimental study. Management Science 50(11), 1587-1602."
511,bolton_2018,Bolton (2018),1,trunk_current_2020,"Bolton, Charlynne, Veronika Machova, Maria Kovacova, and Katharine Valaskova. 2018. The power of human-machine collaboration: Artificial intelligence, business automation, and the smart economy. Economics, Management and Financial Markets 13 (4): 51�56. https://doi.org/10.22381/ EMFM13420184."
512,bonezzi_2022,Bonezzi (2022),1,ivanova_stenzel_measuring_2024,"Bonezzi, A., Ostinelli, M., & Melzner, J. (2022). The human black-box: The illusion of understanding human better than algorithmic decision-making. Journal of Experimental Psychology: General, 151(9), 2250�2258."
513,bonnefon_2019,Bonnefon (2019),1,bonnefon_the_2024,"Bonnefon JF, Shariff A, Rahwan I. 2019. The trolley, the bull bar, and why engineers should care about the ethics of autonomous cars [point of view]. Proc. IEEE 107(3):502�4"
514,bonnie_1987,Bonnie (1987),1,heaton_social_2023,"[53] Bonnie M. Muir. 1987. Trust between humans and machines, and the design [19] D Justin Coates and Neal A Tognazzini. 2013. Blame: Its nature and norms. Oxford University Press on Demand."
515,bono_2021,Bono (2021),1,bonnefon_the_2024,"Bono T, Croxson K, Giles A. 2021. Algorithmic fairness in credit scoring. Oxf. Rev. Econ. Policy 37(3):585�617"
516,boone_2018,Boone (2018),1,trunk_current_2020,"Boone, Tonya, Ram Ganeshan, and Nada Sanders. 2018. How big data could challenge planning processes across the supply chain. Foresight: The International Journal of Applied Forecasting 50: 19�24."
517,boone_2019,Boone (2019),1,trunk_current_2020,"Boone, Tonya, Ram Ganeshan, Aditya Jain, and Nada Sanders. 2019. Forecasting sales in the supply chain: Consumer analytics in the big data era. International Journal of Forecasting 35 (1): 170�180. https://doi.org/10.1016/j.ijforecast.2018.09.003."
518,booth_2016,Booth (2016),1,trunk_current_2020,"Booth, Andrew, Diana Papaioannou, and Anthea Sutton. 2016. Systematic approaches to a successful literature review, 2nd ed. Los Angeles: Sage."
519,bornstein_1998,Bornstein (1998),1,kirchkamp_sharing_2019,"Bornstein, G. and Yaniv, I. (1998). Individual and group behavior in the ultimatum game: Are groups more ""rational"" players? Experimental Economics, 1(1):101�108."
520,borsboom_2020,Borsboom (2020),1,niszczota_robo-investors_2020,"43. Borsboom C, Zeisberger S. What makes an investment risky? An analysis of price path characteristics. Journal of Economic Behavior & Organization. 2020; 169: 92�125. https://doi.org/10.1016/j.jebo.2019. 11.002"
521,bostrom_2014,Bostrom (2014),1,bigman_people_2018,"Bostrom, N. (2014). Superintelligence. Oxford: Oxford University Press."
522,boswell_2003,Boswell (2003),1,newman_eliminating_2020,"Boswell, W. R., Roehling, M. V., LePine, M. A., & Moynihan, L. M. (2003). Individual job-"
523,botti_2004,Botti (2004),1,steffel_passing_2016,"Botti, S., & Iyengar, S. S. (2004). The psychological pleasure and pain of choosing: When people prefer choosing at the cost of subsequent outcome satisfaction. Journal of Personality and Social Psychology, 87, 312�326."
524,botti_2006,Botti (2006),1,steffel_passing_2016,"Botti, S., & McGill, A. L. (2006). When choosing is not deciding: The effect of perceived responsibility on satisfaction. Journal of Consumer Research, 33, 211�219. December 16 Retrieved from<http://www.npr.org/2014/12/16/371264533/"
525,botti_2009,Botti (2009),1,steffel_passing_2016,"Botti, S., Orfali, K., & Iyengar, S. S. (2009). Tragic choices: Autonomy and emotional responses to medical decisions. Journal of Consumer Research, 36, 337�352. retailing partner. Journal of Retailing, 63, 110�128."
526,botvinick_2018,Botvinick (2018),1,burton_systematic_2020,"Botvinick, M. (2018). machine theory of mind. ArXiv Preprint. Retrieved from http://arxiv.org/abs/1802.07740"
527,boudreau_2015,Boudreau (2015),1,maasland_blame_2022,"Boudreau, J., and Rice, S. (2015). Bright, shiny objects and the future of HR. how juniper networks tests and integrates the most valuable new approaches. Harv. Bus. Rev. 72�78. and employees. Eur. J. Inf. Syst., 1�26. doi: 10.1080/0960085X.2021.1927213"
528,bourdieu_1993,Bourdieu (1993),1,burton_systematic_2020,"Bourdieu, P. (1993). The Field of Cultural Production. New York, NY: Colum- bia University Press. Auditing: A Journal of Practice & Theory, 16(2), 1�19."
529,bouyssou_2008,Bouyssou (2008),1,trunk_current_2020,"Bouyssou, Denis, and Marc Pirlot. 2008. On some ordinal models for decision making under uncertainty. Annals of Operations Research 163 (1): 19�48. https://doi.org/10.1007/s10479-008-0329-y."
530,boyd_2012,Boyd (2012),1,maasland_blame_2022,"Boyd, D., and Crawford, K. (2012). Critical questions for big data. Inf. Commun. Soc. 15, 662�679. doi: 10.1080/1369118X.2012.678878 A Five Country Study. Brisbane, Australia: The University of Queensland"
531,brady_2018,Brady (2018),1,qin_ai_2025,"Brady, L. M., Fryberg, S. A., & Shoda, Y. (2018). Expanding the interpretive power of psychological science by attending to culture. Proceedings of the National Academy of Sciences of the United States of America, 115(45), 11406�11413. https://doi.org/10.1073/pnas.1803526115"
532,branscombe_1996,Branscombe (1996),1,kurtzberg_attribution_2004,"Branscombe, N. R., Owen, S., Garstka, T., & Coleman, J. S. (1996). Rape and accident counterfactuals: Who might have done otherwise and would it have changed the outcome? Journal of Applied Social Psychology, 26, 1042�1067."
533,brennan_1993,Brennan (1993),1,bartling_fischbacher_schudy_2015,"Brennan, G., Lomasky, L., 1993. Democracy and Decision: The Pure Theory of Electoral Pol- itics. Cambridge University Press, Cambridge."
534,brent_1979,Brent (1979),1,heaton_social_2023,"[52] Brent Daniel Mittelstadt, Patrick Allo, Mariarosaria Taddeo, Sandra Wachter, and [18] Archie B Carroll. 1979. A three-dimensional conceptual model of corporate performance. Academy of management review 4, 4 (1979), 497�505."
535,bressman_2003,Bressman (2003),1,hill_does_2015,"Bressman, Lisa Schultz (2003) ""Beyond Accountability: Arbitrariness and Legitimacy in the Adminis- trative State,"" 78 New York Univ. Law Rev. 461."
536,brian_2024,Brian (2024),1,chen_AI_2026,"[27] Brian D. Earp, Sebastian Porsdam Mann, Peng Liu, Ivar Hannikainen, Maryam Ali Khan, Yueying Chu, and Julian Savulescu. 2024. Credit and blame"
537,brier_1950,Brier (1950),1,logg_algorithm_2019,"Brier, G. W. (1950). Verification of forecasts expressed in terms of probability. Monthly Weather Review, 78, 1�3."
538,briggs_1986,Briggs (1986),1,goldbach_geht_2019,"Briggs, S. R., & Cheek, J. M. (1986). The role of factor analysis in the development and evaluation of personality scales. Journal of Personality, 54(1), 106�148."
539,briner_2012,Briner (2012),1,trunk_current_2020,"Briner, Rob B., and David Denyer. 2012. Systematic review and evidence synthesis as a practice and scholarship tool. In The Oxford handbook of evidence-based management, ed. D.M. Rousseau, 112�129. Oxford: Oxford University Press."
